데뷔년도,연도,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의사구,사구,삼진,병살타,장타율,출루율,OPS,멀티히트,득점권타율,대타타율,장타,땅볼,뜬공,결승타,투구수/타석,순수장타율,추정득점,GPA,경기(주루),도루시도(주루),도루허용(주루),도루실패(주루),도루성공률(주루),주루사(주루),견제사(주루),경기(수비),선발경기(수비),수비이닝(수비),실책(수비),견제사(수비),자살(수비),보살(수비),병살(수비),포일(수비),도루허용(수비),도루실패(수비),수비율(수비),도루저지율(수비),연봉,WAR,FA여부,뉴스개수(연도별정규화),뉴스개수(누적정규화),수상횟수,누적타석,포지션 엔트로피,출생연도,출생월,출생일,나이,팀명_KIA,팀명_KT,팀명_LG,팀명_NC,팀명_SK,팀명_두산,팀명_롯데,팀명_삼성,팀명_우리/히어로즈/넥센/키움,팀명_한화,팀명_현대,포지션(수비)_1루수,포지션(수비)_2루수,포지션(수비)_3루수,포지션(수비)_수비기록없음,포지션(수비)_우익수,포지션(수비)_유격수,포지션(수비)_좌익수,포지션(수비)_중견수,포지션(수비)_포수
1991,2002,0.3,126,501,420,83,126,15,8,3,166,28,14,1,53,1,13,51,2,0.395,0.394,0.789,32,0.278,0.0,26,136,108,0,3.94,0.095,70.3,0.276,126,37,26,11,70.3,0,0,124,118,971.6666666666666,3,0,161,6,1,0,0,0,0.9823859348198972,0.0,40000,3.234,1,0.0,0.0,0,501,0.0,1969,2,15,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1991,2006,0.287,109,346,303,37,87,10,1,1,102,26,16,0,25,0,2,28,3,0.337,0.345,0.682,17,0.377,0.222,12,107,81,0,3.67,0.05,37.6,0.24,109,27,20,7,74.1,0,0,67,62,472.3333333333333,2,0,75,2,0,0,0,0,0.975,0.0,28000,1.254,1,0.0764872521,0.448003737,0,2281,0.0,1969,2,15,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1991,2003,0.278,50,86,72,5,20,2,0,2,28,17,0,4,10,0,0,11,3,0.389,0.349,0.738,3,0.3,0.294,4,17,28,0,4.23,0.111,11.0,0.254,50,1,0,1,0.0,0,0,1,0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,30000,0.352,1,0.016064257,0.0915359551,0,394,0.0,1969,1,27,35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1991,2002,0.258,131,548,488,51,126,21,3,12,189,50,19,4,26,0,11,45,13,0.387,0.308,0.695,35,0.202,0.0,36,164,157,0,3.61,0.129,57.1,0.235,131,25,15,10,60.0,0,0,131,128,1085.0,16,0,186,349,54,0,0,0,0.970179723502304,0.0,25000,2.001,1,0.0471698113,0.0471698113,0,548,0.0755537086576868,1973,1,3,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1991,2006,0.211,121,428,375,41,79,17,0,5,111,27,17,1,31,0,4,54,18,0.296,0.277,0.573,17,0.167,0.0,22,126,117,0,3.8,0.085,28.2,0.199,121,14,11,3,78.6,0,0,121,114,993.0,16,0,189,382,59,0,0,0,0.973,0.0,35000,0.771,1,0.0467422096,0.327540512,0,2425,0.0,1973,1,3,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005,2018,0.272,73,239,217,27,59,9,0,11,101,38,0,1,19,1,2,29,8,0.465,0.335,0.8,18,0.31,0.176,20,60,70,1,3.54,0.194,31.7,0.267,73,2,1,1,50.0,1,0,27,18,168.0,1,0,34,1,0,0,0,0,0.9619583333333334,0.0,42500,0.169,1,0.0196703881,1.468072354,0,3654,0.0,1986,7,25,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,2015,0.284,137,537,440,75,125,30,1,22,223,73,6,4,74,1,13,115,8,0.507,0.399,0.906,38,0.288,0.333,53,99,105,7,4.28,0.223,89.1,0.306,137,10,6,4,60.0,6,2,135,131,1079.0,6,0,311,347,101,0,0,0,0.988244670991659,0.0,45500,5.528,1,0.069510665,0.610216155,0,3594,0.0276122453053561,1984,3,31,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,2019,0.247,137,490,421,43,104,24,0,10,158,65,4,6,55,1,4,102,14,0.375,0.335,0.71,24,0.281,0.154,34,88,133,8,3.93,0.128,54.2,0.245,137,1,0,1,0.0,1,0,126,121,983.6666666666666,9,0,222,349,81,0,0,0,0.984,0.0,66667,2.986,1,0.118644068,0.967751622,0,5599,0.0,1984,3,31,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,2006,0.242,93,379,339,41,82,18,1,1,105,21,11,0,24,2,5,43,3,0.31,0.302,0.612,25,0.258,0.0,20,116,98,0,3.4,0.068,31.5,0.213,93,17,10,7,58.8,0,0,93,88,772.0,1,0,166,7,0,0,0,0,0.994,0.0,90000,0.793,1,0.19121813,1.454487641,0,2592,0.0,1970,8,15,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,2015,0.25,101,268,232,35,58,10,2,9,99,36,5,2,20,1,9,87,5,0.427,0.331,0.758,11,0.322,0.364,21,47,42,4,3.92,0.177,33.1,0.256,101,2,1,1,50.0,0,1,79,49,415.6666666666666,2,0,92,4,1,0,0,0,0.9790625501202886,0.0,25000,0.578,1,0.0670012547,0.825795944,0,2781,0.0940844388326734,1984,7,13,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2003,2020,0.203,79,248,227,23,46,5,0,8,75,34,0,0,16,0,5,69,4,0.33,0.27,0.6,8,0.194,0.368,13,59,53,1,3.7,0.128,20.3,0.204,79,2,1,1,50.0,2,0,5,5,37.0,1,0,33,1,4,0,0,0,0.971,0.0,70000,-0.98,1,0.11965812,1.263417075,0,4570,0.0,1984,7,13,37,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2003,2016,0.272,122,484,416,68,113,18,1,5,148,58,3,6,54,1,5,82,10,0.356,0.358,0.714,25,0.33,0.667,24,119,108,6,4.08,0.084,55.5,0.25,122,23,13,10,56.5,3,1,124,112,955.6666666666666,16,0,222,313,78,0,0,0,0.9673003139169865,0.0,95000,1.762,1,0.229582577,1.563760165,0,3530,0.1212893373893656,1985,2,9,32,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,2020,0.232,85,174,155,25,36,7,1,5,60,27,1,2,16,0,0,49,3,0.387,0.301,0.688,8,0.214,0.25,13,32,40,1,4.18,0.155,19.0,0.232,85,15,10,5,66.7,3,1,72,33,367.6666666666667,5,0,91,111,27,0,0,0,0.9777153218495014,0.0,63333,0.395,1,0.215384615,2.12413142,1,4819,0.1514221598119445,1985,2,9,36,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,2014,0.323,126,505,461,75,149,15,9,1,185,40,5,2,35,2,2,57,5,0.401,0.372,0.773,47,0.298,0.75,25,191,66,5,3.73,0.078,65.7,0.268,126,37,22,15,59.5,8,1,123,112,958.6666666666666,3,0,248,4,2,0,0,0,0.988,0.0,60000,1.676,1,0.126685322,1.437555235,0,4027,0.0,1983,7,19,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,2018,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,4.0,0.0,-0.1,0.0,1,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,20000,0.004,1,0.0148856991,1.704667691,0,5664,0.0,1983,7,19,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,2009,0.3,120,425,380,50,114,18,1,14,176,69,2,2,40,7,1,30,19,0.463,0.366,0.829,31,0.302,0.45,33,122,116,0,3.6,0.163,57.8,0.28,120,7,5,2,71.4,0,0,96,84,717.6666666666666,2,0,164,7,4,0,0,0,0.9882340919647004,0.0,36000,1.957,1,0.251336898,1.39791849,0,3552,0.1387697174929804,1980,6,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,2013,0.329,106,411,368,41,121,26,1,3,158,62,1,3,37,4,2,42,6,0.429,0.39,0.819,32,0.345,0.667,30,105,103,0,3.55,0.101,59.3,0.283,106,8,6,2,75.0,0,0,81,72,611.0,0,0,151,3,2,0,0,0,1.0,0.0,85000,2.838,1,0.125717932,1.811891732,0,5147,0.0,1980,6,15,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,2017,0.289,103,285,263,28,76,26,1,2,110,31,4,0,17,1,1,34,3,0.418,0.335,0.753,17,0.273,0.294,29,86,67,1,3.55,0.129,34.1,0.255,103,0,0,0,0.0,2,0,32,25,192.66666666666663,0,0,51,0,0,0,0,0,1.0,0.0,75000,-0.144,1,0.074187615,2.196055832,0,6674,0.0,1980,6,15,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,2015,0.268,96,273,246,31,66,15,0,5,96,22,12,1,12,0,2,47,9,0.39,0.307,0.697,15,0.179,0.444,20,70,64,3,3.94,0.122,25.6,0.236,96,8,3,5,37.5,3,0,104,71,644.3333333333334,7,0,141,186,44,0,0,0,0.9747966890843248,0.0,27500,-0.139,1,0.0446675031,0.753752512,0,2978,0.8478041968062013,1984,6,14,32,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,2014,0.293,97,361,307,39,90,20,1,5,127,39,5,8,34,0,7,53,10,0.414,0.368,0.782,21,0.303,0.0,26,84,88,1,3.82,0.121,48.1,0.269,97,3,2,1,66.7,1,0,97,95,760.6666666666666,6,0,144,260,59,0,0,0,0.985,0.0,75000,2.616,1,0.0562197914,1.119981633,0,3758,0.0,1980,10,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,2018,0.188,67,150,128,12,24,4,0,2,34,14,1,1,15,0,5,20,3,0.266,0.295,0.561,4,0.182,0.0,6,45,40,2,3.67,0.078,11.7,0.199,67,2,2,0,100.0,0,0,66,49,391.3333333333333,3,0,83,125,30,0,0,0,0.986,0.0,75000,0.035,1,0.0271132376,1.327580152,0,5210,0.0,1980,10,19,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1997,2013,0.188,42,119,96,12,18,8,0,1,29,12,0,0,23,0,0,20,0,0.302,0.345,0.647,4,0.292,0.0,9,28,30,0,4.44,0.115,12.5,0.231,42,1,1,0,100.0,0,0,40,26,243.0,2,0,52,3,1,0,0,0,0.971679012345679,0.0,46667,0.236,1,0.00574345884,0.317508099,0,2822,0.0,1978,12,18,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,2019,0.271,129,543,468,76,127,20,2,5,166,38,6,4,50,1,15,67,14,0.355,0.358,0.713,36,0.228,0.25,27,145,133,4,3.95,0.083,63.8,0.25,129,24,21,3,87.5,3,0,121,117,993.0,10,0,235,328,75,0,0,0,0.983,0.0,45000,3.155,1,0.402319358,2.304088164,0,4600,0.0,1990,3,23,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2003,2018,0.181,67,105,94,9,17,2,0,1,22,8,0,3,8,0,0,20,2,0.234,0.238,0.472,3,0.143,0.0,3,39,21,1,4.12,0.053,6.1,0.166,67,1,1,0,100.0,1,0,77,24,270.3333333333333,5,0,54,80,20,0,0,0,0.9631282367447596,0.0,30000,-0.867,1,0.00637958533,0.336264089,0,2535,1.4372342770863615,1984,3,17,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,2020,0.309,101,289,262,22,81,10,2,0,95,36,3,1,19,1,4,28,8,0.363,0.364,0.727,19,0.333,0.207,12,98,56,4,3.39,0.053,32.4,0.255,101,2,1,1,50.0,2,0,70,50,440.6666666666667,4,2,362,15,1,0,28,7,0.99,20.0,60000,1.192,1,0.0555555556,0.996799934,0,2744,0.0,1986,2,27,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1999,2014,0.288,124,495,438,73,126,28,4,6,180,78,1,13,40,0,3,60,5,0.411,0.342,0.753,36,0.348,0.667,38,137,128,10,3.88,0.123,67.4,0.257,124,19,15,4,78.9,3,0,127,115,937.0,3,0,196,3,0,0,0,0,0.984651013874066,0.0,125000,1.352,1,0.0826761638,2.216129419,0,4260,0.0,1980,6,18,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1999,2018,0.23,43,128,122,12,28,7,0,1,38,8,1,1,4,0,0,16,2,0.311,0.252,0.563,6,0.217,0.0,8,46,33,1,3.93,0.082,8.8,0.191,43,2,1,1,50.0,1,0,38,33,257.33333333333337,0,0,46,4,3,0,0,0,1.0,0.0,50000,-0.376,1,0.0255183413,2.455159114,0,5764,0.0,1980,6,18,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1999,2012,0.275,94,391,345,54,95,20,1,8,141,55,6,6,31,2,3,30,10,0.409,0.335,0.744,30,0.295,0.0,29,120,106,0,3.89,0.133,47.1,0.253,94,21,13,8,61.9,0,0,82,79,676.6666666666666,1,0,169,6,1,0,0,0,0.994,0.0,125000,2.553,1,0.148922687,1.463225594,0,3570,0.0,1980,7,10,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1999,2016,0.309,127,460,398,64,123,19,1,8,168,65,0,6,53,1,3,56,11,0.422,0.389,0.811,32,0.345,0.25,28,116,109,8,3.86,0.113,65.6,0.281,127,11,7,4,63.6,4,1,97,91,687.3333333333334,1,0,149,7,1,0,0,0,0.9932492725509214,0.0,87500,1.798,1,0.0980036298,1.896966572,0,5494,0.0,1980,7,10,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2007,2018,0.293,130,420,376,44,110,18,0,15,173,75,1,4,34,3,5,107,10,0.46,0.356,0.816,30,0.328,0.429,33,96,67,3,3.81,0.168,59.1,0.275,130,0,0,0,0.0,4,0,99,78,696.3333333333334,4,0,630,52,62,0,0,0,0.994,0.0,40000,0.438,1,0.0861244019,1.997106468,0,4029,0.0,1982,10,11,37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,2018,0.329,141,625,553,109,182,32,5,26,302,93,1,1,68,1,2,99,15,0.546,0.404,0.95,55,0.36,0.333,63,182,91,9,3.99,0.217,112.2,0.318,141,23,20,3,87.0,5,1,127,125,1068.6666666666667,4,0,245,5,2,0,0,0,0.984,0.0,245000,5.12,1,0.608187135,2.796554219,0,5506,0.0,1988,3,18,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2009,2020,0.286,124,460,412,49,118,28,0,8,170,54,4,2,35,2,7,47,11,0.413,0.351,0.764,30,0.288,0.286,36,112,137,3,3.74,0.126,58.0,0.261,124,17,14,3,82.4,4,0,115,106,919.3333333333334,14,0,185,308,60,0,0,0,0.9721928934010152,0.0,130000,1.536,1,0.547863248,2.582058481,0,4911,0.056780851463222,1990,7,2,31,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,2019,0.26,107,401,361,44,94,16,0,8,134,50,5,1,30,0,4,75,12,0.371,0.323,0.694,25,0.33,0.0,24,86,107,8,3.91,0.111,41.1,0.238,107,3,2,1,66.7,2,0,105,104,841.6666666666666,6,0,61,177,12,0,0,0,0.975,0.0,50000,1.781,1,0.190900981,1.699006482,0,4741,0.0,1988,12,17,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1997,2010,0.301,128,470,379,64,114,21,2,11,172,63,10,5,73,2,3,54,10,0.454,0.413,0.867,30,0.313,0.4,34,143,73,0,4.08,0.153,72.6,0.299,128,9,5,4,55.6,0,0,126,106,941.3333333333334,1,0,213,11,2,0,0,0,0.9953930594900848,0.0,65000,3.4,1,0.0741029641,1.554176136,1,4768,0.0,1979,1,28,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1997,2014,0.331,125,567,472,83,156,22,2,9,209,80,24,5,61,1,5,74,9,0.443,0.409,0.852,41,0.385,1.0,33,148,99,6,4.01,0.112,84.5,0.295,125,13,7,6,53.8,6,0,124,123,1051.0,5,0,240,3,0,0,0,0,0.98,0.0,70000,3.125,1,0.0719918596,1.894581764,0,6770,0.0,1979,1,28,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2005,2017,0.265,121,459,411,55,109,20,1,18,185,62,4,6,34,2,4,80,4,0.45,0.323,0.773,27,0.262,0.0,39,99,129,2,3.97,0.185,62.5,0.258,121,2,2,0,100.0,4,0,121,114,969.0,12,0,83,215,29,0,0,0,0.9586639146886824,0.0,67500,1.102,1,0.0876762722,1.017908071,0,3525,0.3271167634670403,1986,10,21,32,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1997,2012,0.21,44,112,100,9,21,2,1,2,31,7,4,0,8,0,0,18,2,0.31,0.269,0.579,5,0.129,0.2,5,34,27,0,3.56,0.1,7.8,0.199,44,3,1,2,33.3,0,0,45,28,263.0,3,0,57,76,13,0,0,0,0.9825817490494296,0.0,22500,-0.004,1,0.0133079848,0.550615226,0,3374,0.064457144787588,1978,8,6,35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1998,2008,0.227,102,353,330,25,75,18,1,10,125,49,1,4,17,1,1,76,6,0.379,0.264,0.643,16,0.284,0.333,29,74,109,0,3.65,0.152,33.2,0.214,102,0,0,0,0.0,0,0,92,80,704.0,4,2,429,48,8,5,46,23,0.992,33.3,85000,1.173,1,0.0611476952,0.683111808,0,2688,0.0,1975,5,25,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,2012,0.271,104,307,284,32,77,13,0,9,117,40,3,2,16,1,2,60,5,0.412,0.313,0.725,19,0.253,0.111,22,74,75,0,3.67,0.141,35.4,0.244,104,1,0,1,0.0,0,0,86,69,623.6666666666666,8,1,427,42,6,3,53,22,0.983,29.300000000000004,63333,2.238,1,0.105830165,1.056743809,0,4247,0.0,1975,5,25,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,2016,0.168,76,146,137,10,23,2,0,3,34,7,6,0,2,0,1,38,2,0.248,0.186,0.434,2,0.098,0.167,5,34,42,1,3.14,0.08,4.7,0.146,76,0,0,0,0.0,0,0,73,24,333.6666666666667,4,0,257,26,2,1,32,13,0.986,28.9,50000,-1.508,1,0.109800363,1.368878534,0,5111,0.0,1975,5,25,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2001,2014,0.286,121,460,371,54,106,13,0,23,188,90,0,6,81,3,2,88,14,0.507,0.411,0.918,25,0.3,0.214,36,95,88,8,4.29,0.221,78.1,0.312,121,1,1,0,100.0,1,0,8,5,44.0,0,0,34,5,6,0,0,1,1.0,6.818181818181818,87500,2.434,1,0.0987026202,1.535637037,0,3718,0.3591016256485496,1983,2,15,32,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,2018,0.255,93,179,153,7,39,3,0,4,54,24,0,2,24,0,0,41,6,0.353,0.352,0.705,4,0.3,0.205,7,44,31,4,4.63,0.098,20.0,0.247,93,0,0,0,0.0,0,0,3,0,12.0,0,0,6,1,1,0,0,0,1.0,0.0,5500,0.064,1,0.0909090909,1.894538354,0,5375,0.0,1983,2,15,36,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1999,2015,0.174,11,25,23,0,4,0,0,0,4,2,0,0,2,0,0,4,1,0.174,0.24,0.414,0,0.091,0.0,0,8,7,0,3.88,0.0,0.6,0.152,11,0,0,0,0.0,0,0,11,7,69.0,1,0,46,5,1,0,10,2,0.981,16.7,22500,-0.12,1,0.0107904642,0.259744378,0,1909,0.0,1981,1,26,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2001,2017,0.32,142,608,540,73,173,13,0,34,288,111,0,3,50,8,15,84,22,0.533,0.391,0.924,52,0.341,0.0,47,118,168,14,3.7,0.213,101.8,0.309,142,2,1,1,50.0,4,0,117,114,937.6666666666666,8,0,898,59,92,0,0,0,0.989884109491646,0.0,375000,3.737,1,0.822194972,6.226792434,1,5299,0.0220129338015304,1982,6,21,36,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,2004,0.152,16,36,33,3,5,0,0,0,5,2,0,0,3,0,0,9,0,0.152,0.222,0.374,1,0.167,0.0,0,8,11,0,3.75,0.0,0.9,0.138,16,0,0,0,0.0,0,0,14,7,65.0,0,0,15,24,6,0,0,0,1.0,0.0,43000,-0.255,1,0.160583942,0.280421784,0,808,0.0,1971,5,25,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,2005,0.315,120,499,400,63,126,17,0,19,200,77,0,3,80,10,16,59,9,0.5,0.445,0.945,37,0.314,0.286,36,130,88,0,4.02,0.185,88.7,0.325,120,4,2,2,50.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,51750,4.681,1,0.49339207,0.944628499,1,1493,0.0,1975,10,2,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1994,2009,0.301,112,359,289,45,87,18,0,10,135,51,0,1,63,3,5,45,5,0.467,0.433,0.9,18,0.28,0.292,28,87,71,0,4.25,0.166,60.8,0.312,112,9,8,1,88.9,0,0,6,0,9.0,0,0,10,0,0,0,0,0,1.0,0.0,70000,2.512,1,0.0727272727,1.298812031,0,2907,0.7642045065086203,1975,10,2,35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1998,2008,0.309,109,451,363,55,112,12,2,18,182,104,0,13,63,5,12,54,11,0.501,0.415,0.916,30,0.346,0.0,32,89,121,0,4.06,0.193,79.1,0.312,109,4,2,2,50.0,0,0,108,107,852.0,10,0,60,163,16,0,0,0,0.957,0.0,90000,5.177,1,0.507055503,2.709683947,1,2942,0.0,1976,2,3,33,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,2012,0.291,66,245,223,18,65,5,0,2,76,27,0,4,16,0,2,24,7,0.341,0.339,0.68,17,0.304,0.333,7,69,69,0,4.08,0.049,26.3,0.238,66,4,3,1,75.0,0,0,1,1,9.0,0,0,1,3,0,0,0,0,1.0,0.0,106667,1.248,1,0.0956907478,3.324141415,0,4566,0.0,1976,2,3,37,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1994,2009,0.296,108,386,338,43,100,16,1,13,157,65,3,7,34,3,4,58,20,0.464,0.36,0.824,27,0.24,0.412,30,94,93,0,3.57,0.169,52.5,0.278,108,1,1,0,100.0,0,0,72,58,528.6666666666666,1,0,566,34,72,0,0,0,0.9961122320302648,0.0,25000,1.335,1,0.0598930481,0.394462484,0,2604,0.0198593221750972,1971,9,11,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,2015,0.337,107,437,377,58,127,21,1,16,198,78,5,3,50,3,2,89,9,0.525,0.414,0.939,40,0.323,0.25,38,96,68,10,4.13,0.188,75.1,0.318,107,4,1,3,25.0,3,0,96,72,613.0,2,0,224,13,18,0,0,0,0.9866133768352364,0.0,28333,2.671,1,0.061229611,0.360823444,0,3011,0.6612805854775594,1982,12,7,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1999,2014,0.286,77,203,175,23,50,8,1,1,63,21,4,0,24,0,0,40,4,0.36,0.372,0.732,11,0.362,0.286,10,53,32,0,4.08,0.074,23.7,0.257,77,4,3,1,75.0,3,0,70,46,398.6666666666666,5,0,82,133,31,0,0,0,0.9773770903010036,0.0,32500,0.957,1,0.0104299161,0.319501325,0,2918,0.6824262547533662,1980,6,3,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
