ID,선수명,생년월일,팀명,연도,연봉,비고,,,,
60100,백창수,1988-05-09,LG,2010,2400,,,,,"구단에서 뿌리는 기사자료, 위키, 블로그 등에서 직접 찾아서 넣었음"
60102,이태원,1986-03-17,NC,2014,3300,,,,,"개명 선수의 경우 개명 전, 후를 비고란에 작성"
60184,김창혁,1991-05-17,한화,2018,?,,,,,https://enook.jbnu.ac.kr/138/ch01/04/salary_baseball.txt
60184,김창혁,1991-05-17,한화,2019,?,,,,,위의 링크에서 15년도 까지의 자료를 어느정도 정리해놓은 것 같아서 이를 통해 남은 부분을 채워 넣었음
60304,이창섭,1987-03-10,NC,2013,2400,,,,,위의 링크에서도 자료를 찾을 수 없는 경우는 아래와 같이 처리함
60404,송주호,1988-07-11,한화,2013,2700,,,,,1. 입단년도와 결측치 년도가 같은 경우 최저연봉으로 처리
60456,백상원,1988-01-02,삼성,2018,6000,,,,,"2. 지명 후 프로에 입단하지 않고, 대학을 졸업하고나서 프로에 입단한 경우 프로 입단년도를 입단년도로 처리했음"
60464,문선엽,1991-07-31,삼성,2017,2700,,,,,"3. 시즌 중 군 입대, 전역은 '기록없음'으로 처리"
60523,정훈,1987-07-18,롯데,2010,2400,,,,,4. 징역 및 선수자격 정지는 '기록없음'으로 처리
60558,오태곤,1991-11-18,롯데,2011,2400,오승택(개명 전 이름),,,,5. 위의 4가지 중 어떤 것에도 해당되지 않는 경우 사유 없이 '?'로 처리
60558,오태곤,1991-11-18,롯데,2014,2500,,,,,
60558,오태곤,1991-11-18,롯데,2015,3300,,,,,
60558,오태곤,1991-11-18,롯데,2016,7000,,,,,
60558,오태곤,1991-11-18,KT,2017,6000,,,,,
60566,이상호,1989-02-05,NC,2013,2400,,,,,
60605,홍재호,1987-05-10,KIA,2019,4000,,,,,
60648,이인행,1991-06-30,KIA,2019,3300,,,,,
60667,이종환,1986-05-08,KIA,2010,2400,,,,,
60667,이종환,1986-05-08,KIA,2012,기록없음,시즌 말 전역 후 합류,,,,
60667,이종환,1986-05-08,한화,2017,6000,,,,,
60693,이준호,1987-09-07,KIA,2011,2400,,,,,
60805,최윤석,1987-03-28,한화,2019,?,,,,,
61104,정병곤,1988-03-23,두산,2019,?,,,,,
61114,김재율,1989-01-14,LG,2012,2800,,,,,
61114,김재율,1989-01-14,LG,2019,?,,,,,
61186,이천웅,1988-10-20,LG,2012,2400,,,,,
61194,이민재,1988-02-05,LG,2012,2400,,,,,
61197,최영진,1988-05-10,LG,2012,2400,,,,,
61363,문우람,1992-03-08,우리/히어로즈/넥센/키움,2012,2400,,,,,
61366,홍성갑,1992-08-02,우리/히어로즈/넥센/키움,2014,2400,,,,,
61463,김정혁,1985-08-03,삼성,2014,?,,,,,
61463,김정혁,1985-08-03,삼성,2017,4300,,,,,
61591,김사훈,1987-06-18,롯데,2012,2400,,,,,
61591,김사훈,1987-06-18,롯데,2019,3900,,,,,
61604,유재혁,1992-03-29,KIA,2013,2700,,,,,
61693,한성구,1988-09-14,KIA,2012,?,,,,,
61742,나성용,1988-01-05,LG,2015,2800,,,,,
61742,나성용,1988-01-05,삼성,2017,3900,,,,,
61865,이윤재,1989-01-02,SK,2018,?,,,,,
62007,김지성,1985-07-20,LG,2013,2500,,,,,
62016,윤병호,1989-07-05,NC,2018,?,,,,,
62025,이원재,1989-05-20,NC,2017,2700,,,,,
62164,서상우,1989-09-17,LG,2019,5300,,,,,
62302,지재옥,1988-07-24,우리/히어로즈/넥센/키움,2016,?,,,,,
62332,김재현,1993-03-18,우리/히어로즈/넥센/키움,2018,5000,,,,,
62332,김재현,1993-03-18,우리/히어로즈/넥센/키움,2020,기록없음,시즌 말 전역 후 합류,,,,
62406,성의준,1989-12-17,삼성,2017,?,,,,,
62537,윤수강,1990-02-22,KT,2015,?,,,,,
62537,윤수강,1990-02-22,NC,2018,?,,,,,
62537,윤수강,1990-02-22,NC,2019,?,,,,,
62558,김준태,1994-07-31,롯데,2013,2400,,,,,
62559,김상호,1989-05-10,롯데,2013,2500,,,,,
62668,윤해진,1989-02-25,KIA,2013,4000,,,,,
62668,윤해진,1989-02-25,KIA,2014,3500,,,,,
62668,윤해진,1989-02-25,KIA,2015,3500,,,,,
62668,윤해진,1989-02-25,KIA,2016,3500,,,,,
62668,윤해진,1989-02-25,KIA,2019,?,,,,,
62748,엄태용,1994-02-24,한화,2013,2400,,,,,
62768,김원석,1989-10-29,한화,2017,3000,,,,,
62883,박인성,1990-03-23,SK,2013,2400,,,,,
62884,최항,1994-01-03,SK,2017,2700,,,,,
62894,정규창,1989-06-29,SK,2013,2400,,,,,
62895,한동민,1989-08-09,SK,2013,2400,,,,,
62895,한동민,1989-08-09,SK,2014,6500,,,,,
62895,한동민,1989-08-09,SK,2016,기록없음,시즌 말 전역 후 합류,,,,
62895,한동민,1989-08-09,SK,2017,7000,,,,,
62895,한동민,1989-08-09,SK,2018,15000,,,,,
62895,한동민,1989-08-09,SK,2019,33000,,,,,
62895,한동민,1989-08-09,SK,2020,25000,,,,,
62921,박헌욱,1993-04-11,NC,2019,?,,,,,
62927,김태우,1989-07-23,NC,2017,?,,,,,
63077,황목치승,1985-06-21,LG,2017,5000,,,,,
63088,김진곤,1987-09-10,KT,2019,3300,,,,,
63123,강승호,1994-02-09,SK,2019,9600,,,,,
63435,김성표,1994-03-17,삼성,2020,2800,,,,,
63558,정준혁,1994-04-01,롯데,2019,?,,,,,
63593,조홍석,1990-02-23,롯데,2019,3600,,,,,
63601,김광연,1991-11-13,KIA,2014,2600,,,,,
63636,고장혁,1990-01-08,KIA,2020,5000,,,,,
63698,황수현,1991-08-31,KIA,2015,2700,,,,,
63703,박한결,1994-12-24,한화,2019,2700,,,,,
63895,최민재,1994-01-08,SK,2019,2800,,,,,
63903,유영준,1994-07-13,NC,2017,2700,,,,,
63903,유영준,1994-07-13,NC,2019,?,,,,,
63920,김준완,1991-01-20,NC,2014,?,,,,,
64011,안승한,1992-01-25,KT,2019,?,,,,,
64014,김병희,1990-12-06,KT,2019,?,,,,,
64022,안중열,1995-09-01,롯데,2015,2800,,,,,
64022,안중열,1995-09-01,롯데,2019,5100,,,,,
64101,한석현,1994-05-17,LG,2020,2700,,,,,
64153,양석환,1991-07-15,LG,2018,16000,,,,,
64153,양석환,1991-07-15,LG,2020,기록없음,시즌 말 전역 후 합류,,,,
64164,류형우,1995-05-07,LG,2019,?,,,,,
64209,정기훈,1995-02-18,한화,2020,2700,,,,,
64260,김경호,1995-07-31,두산,2019,?,,,,,
64260,김경호,1995-07-31,SK,2020,2900,,,,,
64340,임지열,1995-08-22,우리/히어로즈/넥센/키움,2019,2700,,,,,
64340,임지열,1995-08-22,우리/히어로즈/넥센/키움,2020,2700,,,,,
64501,배성근,1995-04-27,롯데,2019,?,,,,,
64504,오윤석,1992-02-24,롯데,2019,3000,,,,,
64610,강한울,1991-09-12,삼성,2018,15500,,,,,
64610,강한울,1991-09-12,삼성,2020,12000,,,,,
64704,노태형,1995-02-08,한화,2020,2700,,,,,
64706,이창열,1991-09-06,한화,2019,2900,,,,,
64724,박준혁,1991-01-09,한화,2019,3000,,,,,
64803,임재현,1991-05-29,SK,2019,3200,,,,,
64804,박철우,1991-01-29,SK,2015,2800,,,,,
65109,백승현,1995-05-26,LG,2017,?,,,,,
65115,안익훈,1996-02-12,LG,2018,9000,,,,,
65120,박성준,1996-03-27,LG,2016,3000,,,,,
65157,최민창,1996-04-16,LG,2017,?,,,,,
65207,신민재,1996-01-21,LG,2019,2700,,,,,
65269,김민혁,1996-05-03,두산,2017,?,,,,,
65304,김은성,1993-03-07,우리/히어로즈/넥센/키움,2019,2700,,,,,
65304,김은성,1993-03-07,우리/히어로즈/넥센/키움,2020,2900,,,,,
65362,송우현,1996-12-27,우리/히어로즈/넥센/키움,2020,2700,,,,,
65412,권정웅,1992-11-15,삼성,2018,4500,,,,,
65412,권정웅,1992-11-15,삼성,2020,4000,,,,,
65462,김기환,1995-08-25,NC,2020,2700,,,,,
65503,김지수,1996-10-29,롯데,2016,?,,,,,
65503,김지수,1996-10-29,한화,2020,2700,,,,,
65514,강태율,1996-11-01,롯데,2016,?,,,,,
65514,강태율,1996-11-01,롯데,2020,2700,,,,,
65515,강로한,1992-05-13,롯데,2019,2900,,,,,
65522,김강현,1995-02-27,롯데,2020,2700,,,,,
65703,이도윤,1996-10-07,한화,2018,?,,,,,
65703,이도윤,1996-10-07,한화,2020,기록없음,시즌 말 전역 후 합류,,,,
65707,주현상,1992-08-10,한화,2016,3700,,,,,
65905,최승민,1996-07-01,NC,2019,?,,,,,
66209,조수행,1993-08-30,두산,2018,4500,,,,,
66209,조수행,1993-08-30,두산,2020,기록없음,시즌 말 전역 후 합류,,,,
66302,채상현,1993-04-14,우리/히어로즈/넥센/키움,2017,?,,,,,
66406,안주형,1993-08-14,삼성,2018,3100,,,,,
66504,이찬건,1996-05-14,롯데,2019,?,,,,,
66508,나경민,1991-12-12,롯데,2019,5500,,,,,
66615,류승현,1997-07-01,KIA,2019,3600,,,,,
66662,신범수,1998-01-25,KIA,2019,3200,,,,,
66704,김태연,1997-06-10,한화,2019,3200,,,,,
66707,박상언,1997-03-03,한화,2017,2700,,,,,
66707,박상언,1997-03-03,한화,2019,2700,,,,,
66710,강상원,1997-05-05,한화,2018,3000,,,,,
66715,김인환,1994-01-28,한화,2019,3000,,,,,
66716,정경운,1993-08-09,한화,2017,2700,,,,,
66716,정경운,1993-08-09,한화,2018,3300,,,,,
66965,도태훈,1993-03-18,NC,2018,?,,,,,
66965,도태훈,1993-03-18,NC,2020,기록없음,시즌 말 전역 후 합류,,,,
66968,이재율,1993-05-02,NC,2018,?,,,,,
66968,이재율,1993-05-02,NC,2020,기록없음,시즌 말 전역 후 합류,,,,
66992,조원빈,1993-04-10,NC,2018,?,,,,,
67005,홍현빈,1997-08-29,KT,2018,2900,,,,,
67005,홍현빈,1997-08-29,KT,2020,2900,,,,,
67006,안치영,1998-05-29,KT,2019,2900,,,,,
67123,전준호,1998-07-01,LG,2019,2700,,,,,
67202,박유연,1998-12-20,두산,2019,2800,,,,,
67207,이유찬,1998-08-05,두산,2018,2700,,,,,
67207,이유찬,1998-08-05,두산,2019,2700,,,,,
67449,김성윤,1999-02-02,삼성,2018,3000,,,,,
67449,김성윤,1999-02-02,삼성,2020,2900,,,,,
67454,나원탁,1994-08-20,롯데,2018,2800,,,,,
67504,김민수,1998-03-18,롯데,2019,기록없음,시즌 말 전역 후 합류,,,,
67644,이정훈,1994-12-07,KIA,2019,2700,,,,,
67893,박성한,1998-03-30,SK,2018,2700,,,,,
67893,박성한,1998-03-30,SK,2020,2700,,,,,
68069,고명성,1999-04-16,KT,2019,?,,,,,
68305,변상권,1997-04-04,우리/히어로즈/넥센/키움,2020,2700,,,,,
68346,김수환,1998-03-20,우리/히어로즈/넥센/키움,2020,2700,,,,,
68362,추재현,1999-02-22,우리/히어로즈/넥센/키움,2019,2700,,,,,
68407,공민규,1999-09-27,삼성,2019,2700,,,,,
68504,이호연,1995-06-03,롯데,2020,2700,,,,,
68518,정보근,1999-08-31,롯데,2019,?,,,,,
68614,오정환,1999-03-27,KIA,2019,2700,,,,,
68646,한준수,1999-02-13,KIA,2019,2700,,,,,
68700,이원석,1999-03-31,한화,2019,2700,,,,,
68868,최준우,1999-03-25,SK,2019,2900,,,,,
68868,최준우,1999-03-25,SK,2020,3100,,,,,
68901,이인혁,1999-01-03,NC,2019,?,,,,,
68906,김철호,1998-02-06,NC,2019,?,,,,,
69306,김주형,1996-03-05,우리/히어로즈/넥센/키움,2020,2700,,,,,
69702,김현민,2000-02-23,한화,2020,2700,,,,,
69705,조한민,2000-10-20,한화,2020,2700,,,,,
69706,허관회,1999-02-12,한화,2020,2700,,,,,
70224,강봉규,1978-01-12,삼성,2015,7000,,,,,
70612,김상훈,1977-10-27,KIA,2014,9000,,,,,
71184,이성우,1981-09-01,KIA,2008,2000,SK-KIA 2:3 트레이드,,,,
71202,이대현,1982-06-09,두산,2005,?,,,,,
71207,김원섭,1978-12-18,KIA,2003,?,,,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2008,2000,장기영(개명 전 이름),,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2009,2200,,,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2010,2500,,,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2011,7000,,,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2012,6900,,,,,
71347,장민석,1982-05-09,우리/히어로즈/넥센/키움,2013,8700,,,,,
71432,박한이,1979-01-28,삼성,2019,25000,,,,,
71504,신명철,1978-08-06,KT,2015,?,,,,,
71565,이우민,1982-05-04,롯데,2002,?,이승화(개명 전 이름),,,,
71565,이우민,1982-05-04,롯데,2003,?,,,,,
71565,이우민,1982-05-04,롯데,2006,?,,,,,
71565,이우민,1982-05-04,롯데,2007,3700,,,,,
71565,이우민,1982-05-04,롯데,2008,4800,,,,,
71565,이우민,1982-05-04,롯데,2009,5800,,,,,
71565,이우민,1982-05-04,롯데,2010,7200,,,,,
71565,이우민,1982-05-04,롯데,2011,6200,,,,,
71565,이우민,1982-05-04,롯데,2012,5700,,,,,
71565,이우민,1982-05-04,롯데,2013,5500,,,,,
71565,이우민,1982-05-04,롯데,2017,6000,,,,,
71815,박준서,1981-12-11,롯데,2002,?,박남섭(개명 전 이름),,,,
71815,박준서,1981-12-11,롯데,2003,?,,,,,
71815,박준서,1981-12-11,롯데,2004,?,,,,,
71815,박준서,1981-12-11,롯데,2005,?,,,,,
71815,박준서,1981-12-11,롯데,2006,?,,,,,
71815,박준서,1981-12-11,롯데,2007,3400,,,,,
71815,박준서,1981-12-11,롯데,2008,3400,,,,,
71815,박준서,1981-12-11,롯데,2009,3600,,,,,
71815,박준서,1981-12-11,롯데,2015,7800,,,,,
71835,조중근,1982-12-20,KT,2015,?,,,,,
72131,김용우,1979-09-12,LG,2002,1700,98년 LG 지명 -> 대학진학 -> 02년 LG입단,,,,
72133,박용택,1979-04-21,LG,2002,2000,,,,,
72139,추승우,1979-09-24,LG,2002,1700,98년 LG 지명 -> 대학진학 -> 02년 LG입단,,,,
72154,박영복,1983-04-12,LG,2007,2200,,,,,
72154,박영복,1983-04-12,LG,2009,2200,,,,,
72161,안치용,1979-02-23,LG,2002,1700,98년 LG 지명 -> 대학진학 -> 02년 LG입단,,,,
72220,유재웅,1979-05-20,두산,2002,1700,98년 OB 지명 -> 대학진학 -> 02년 두산입단,,,,
72303,김민우,1979-03-21,현대,2002,1700,98년 현대 지명 -> 대학진학 -> 02년 현대입단,,,,
72303,김민우,1979-03-21,KIA,2016,12000,,,,,
72312,강귀태,1979-08-12,현대,2002,2000,,,,,
72313,조재호,1980-01-10,현대,2002,?,,,,,
72314,박우호,1978-05-15,현대,2002,2000,,,,,
72324,허웅,1983-09-17,SK,2011,2400,,,,,
72325,강병식,1977-04-23,현대,2002,1700,02년 입단,,,,
72427,현재윤,1979-07-08,삼성,2002,2000,,,,,
72427,현재윤,1979-07-08,LG,2014,?,,,,,
72452,이준민,1979-01-23,삼성,2002,2000,,,,,
72456,손주인,1983-12-01,삼성,2019,15000,,,,,
72466,조동찬,1983-07-27,삼성,2018,40000,,,,,
72548,김정현,1979-05-27,롯데,2002,?,,,,,
72606,이현곤,1980-02-21,KIA,2002,1700,98년 해태 지명 -> 대학진학 -> 02년 KIA입단,,,,
72742,채상병,1979-12-18,한화,2002,1700,98년 한화 지명 -> 대학진학 -> 02년 한화입단,,,,
72752,조현수,1979-06-27,한화,2002,1700,02년 입단,,,,
72850,김재구,1978-05-31,SK,2002,2500,,,,,
72852,윤형국,1979-08-20,SK,2002,2200,,,,,
72860,이대수,1981-08-21,SK,2018,7000,,,,,
73224,김만윤,1984-07-23,롯데,2004,?,,,,,
73232,정종수,1980-05-08,두산,2003,1700,99년 OB 지명 -> 대학진학 -> 03년 두산입단,,,,
73246,백대운,1980-11-21,두산,2003,2000,,,,,
73342,이택근,1980-07-10,현대,2003,1700,99년 현대 지명->대학진학->03년 현대 입단,,,,
73409,강명구,1980-10-25,삼성,2014,6000,,,,,
73543,박정준,1984-06-26,NC,2015,5000,,,,,
73602,차일목,1981-01-26,KIA,2003,1700,99년 해태 지명-> 대학진학-> 03년 기아 입단,,,,
73602,차일목,1981-01-26,한화,2017,17000,,,,,
73666,최동락,1980-12-24,KIA,2003,1700,99년 해태 지명-> 대학진학-> 03년 기아 입단,,,,
73703,한상훈,1980-06-03,한화,2003,1700,99년 빙그레 지명-> 대학진학-> 03년 한화 입단,,,,
73725,이양기,1981-01-31,한화,2003,1700,99년 빙그레 지명-> 대학진학-> 03년 한화 입단,,,,
73725,이양기,1981-01-31,한화,2017,5700,,,,,
73732,고지행,1978-05-03,삼성,2003,5000,,,,,
73736,신민기,1980-12-11,한화,2003,1700,99년 빙그레 지명-> 대학진학-> 03년 한화 입단,,,,
73824,최경철,1980-08-15,삼성,2017,10000,,,,,
73827,김형철,1980-05-26,SK,2003,1700,99년 쌍방울 지명-> 대학진학-> 03년 SK 입단,,,,
73853,송수근,1980-06-26,SK,2003,1700,LG 지명-> 대학진학 -> 03년 SK 입단,,,,
74103,박기남,1981-08-14,LG,2004,1800,00년 LG 지명-> 대학진학 -> 04년 LG 입단,,,,
74103,박기남,1981-08-14,KIA,2015,10000,,,,,
74148,이시찬,1985-02-25,LG,2005,?,이학준(개명 전 이름),,,,
74148,이시찬,1985-02-25,LG,2006,?,이학준(개명 전 이름),,,,
74148,이시찬,1985-02-25,LG,2010,2400,이학준(개명 전 이름),,,,
74148,이시찬,1985-02-25,LG,2011,2800,이학준(개명 전 이름),,,,
74148,이시찬,1985-02-25,한화,2012,3000,이학준(개명 전 이름),,,,
74148,이시찬,1985-02-25,한화,2013,3600,이학준(개명 전 이름),,,,
74158,김태완,1981-09-19,LG,2004,1800,00년 LG 지명-> 대학진학 -> 04년 LG 입단,,,,
74158,김태완,1981-09-19,삼성,2016,6000,,,,,
74169,허용,1982-02-03,LG,2004,1800,00년 LG 지명-> 대학진학 -> 04년 LG 입단,,,,
74223,용덕한,1981-04-09,NC,2016,8500,,,,,
74239,홍마태,1981-05-05,두산,2004,1800,00년 두산 지명-> 대학진학 -> 04년 두산 입단,,,,
74242,방승재,1981-05-10,두산,2004,1800,04년 입단,,,,
74402,이정식,1981-11-02,삼성,2016,4500,,,,,
74559,황이갑,1981-05-22,롯데,2004,1800,00년 롯데 지명-> 대학진학 -> 04년 롯데 입단,,,,
74562,성민국,1982-02-09,롯데,2004,1800,00년 두산 지명-> 대학진학 -> 04년 롯데 입단,,,,
74564,서정호,1981-12-24,롯데,2004,1800,00년 롯데 지명-> 대학진학 -> 04년 롯데 입단,,,,
74564,서정호,1981-12-24,롯데,2007,2000,,,,,
74565,박진환,1981-03-10,롯데,2004,1800,00년 롯데 지명-> 대학진학 -> 04년 롯데 입단,,,,
74704,권영근,1981-11-16,한화,2004,1800,00년 한화 지명-> 대학진학 -> 04년 한화 입단,,,,
74720,조문기,1981-04-12,한화,2004,1800,00년 한화 지명-> 대학진학 -> 04년 한화 입단,,,,
74745,고동진,1980-04-01,한화,2004,1800,00년 한화 지명-> 대학진학 -> 04년 한화 입단,,,,
74746,이창훈,1981-03-25,한화,2004,1800,00년 한화 지명-> 대학진학 -> 04년 한화 입단,,,,
74756,박노민,1985-08-18,한화,2016,4000,,,,,
74823,임훈,1985-07-17,SK,2010,2400,,,,,
74846,박정권,1981-07-21,SK,2004,1800,00년 쌍방울 지명-> 대학진학 -> 04년 Sk 입단,,,,
74849,김원,1978-09-23,SK,2004,?,,,,,
75143,강병우,1986-12-26,우리/히어로즈/넥센/키움,2010,2400,,,,,
75266,윤승균,1983-01-07,두산,2005,기록없음,성폭행으로 인한 징역,,,,
75344,허준,1981-07-20,NC,2014,4000,,,,,
75392,유덕형,1984-05-26,현대,2007,?,,,,,
75441,조영훈,1982-11-12,삼성,2005,2000,01년 삼성 지명 -> 대학진학 -> 05년 삼성 입단,,,,
75441,조영훈,1982-11-12,NC,2017,15000,,,,,
75442,손승현,1982-07-08,삼성,2005,2000,01년 삼성 지명 -> 대학진학 -> 05년 삼성 입단,,,,
75563,황준영,1982-03-11,롯데,2005,?,,,,,
75612,송산,1982-07-02,KIA,2005,2000,,,,,
75648,임성민,1982-06-18,KIA,2005,2000,,,,,
75705,백승룡,1982-08-16,한화,2005,2000,01년 한화 지명-> 대학진학->05년 한화 입단,,,,
75736,오재필,1982-07-27,한화,2006,?,,,,,
75736,오재필,1982-07-27,한화,2008,2000,,,,,
76231,이승엽,1982-11-28,두산,2006,2000,02년 두산 지명 -> 대학진학 -> 06년 두산 입단,,,,
76325,강정호,1987-04-05,우리/히어로즈/넥센/키움,2014,42000,,,,,
76435,이여상,1984-02-01,삼성,2007,2000,,,,,
76435,이여상,1984-02-01,한화,2008,2200,,,,,
76553,이승재,1983-06-09,롯데,2006,2000,02년 롯데 지명 -> 대학진학 -> 06년 롯데 입단,,,,
76556,추경식,1983-11-19,롯데,2006,?,,,,,
76562,황동채,1983-07-04,롯데,2007,?,,,,,
76562,황동채,1983-07-04,롯데,2010,3100,황성용(개명 전 이름),,,,
76562,황동채,1983-07-04,롯데,2011,3100,황성용(개명 전 이름),,,,
76562,황동채,1983-07-04,롯데,2012,3600,황성용(개명 전 이름),,,,
76562,황동채,1983-07-04,롯데,2013,4000,황성용(개명 전 이름),,,,
76562,황동채,1983-07-04,롯데,2015,3500,황성용(개명 전 이름),,,,
76656,유재원,1983-12-13,KIA,2007,2000,,,,,
76656,유재원,1983-12-13,KIA,2008,2000,,,,,
76656,유재원,1983-12-13,KIA,2011,기록없음,시즌 말 전역 후 합류 / 개명 후 류은재,,,,
76743,연경흠,1983-09-14,한화,2006,2000,02년 한화 지명 -> 대학진학 -> 06년 한화 입단,,,,
76746,김태완,1984-01-27,한화,2006,2000,02년 한화 지명 -> 대학진학 -> 06년 한화 입단,,,,
76753,송광민,1983-06-24,한화,2006,2000,02년 한화 지명 -> 대학진학 -> 06년 한화 입단,,,,
76854,홍명찬,1987-01-19,SK,2015,2700,,,,,
77243,허도환,1984-07-31,우리/히어로즈/넥센/키움,2011,2400,,,,,
77248,오재원,1985-02-09,두산,2007,2000,,,,,
77454,김종호,1984-05-31,NC,2017,15000,,,,,
77462,김동욱,1988-06-24,삼성,2012,2500,김동명(개명 전 이름),,,,
77462,김동욱,1988-06-24,삼성,2013,2600,김동명(개명 전 이름),,,,
77462,김동욱,1988-06-24,KT,2015,4000,,,,,
77462,김동욱,1988-06-24,KT,2016,4000,,,,,
77462,김동욱,1988-06-24,KT,2017,3100,,,,,
77462,김동욱,1988-06-24,KT,2018,4000,,,,,
77466,최원제,1989-02-04,삼성,2018,3200,,,,,
77532,손아섭,1988-03-18,롯데,2008,2100,,,,,
77552,이창석,1984-12-15,롯데,2007,2000,03년 롯데 지명 -> 대학진학 -> 07년 롯데 입단,,,,
77609,김연훈,1984-12-23,SK,2008,2200,,,,,
77609,김연훈,1984-12-23,KT,2017,4100,,,,,
77623,최희섭,1979-03-16,KIA,2015,7000,,,,,
77654,이준수,1988-06-17,한화,2012,2400,2012 신고선수 입단,,,,
77669,김주현,1988-04-16,KIA,2008,?,,,,,
77669,김주현,1988-04-16,롯데,2017,3400,,,,,
77848,박윤,1988-03-07,SK,2011,?,,,,,
77848,박윤,1988-03-07,우리/히어로즈/넥센/키움,2017,3600,,,,,
77869,김기현,1987-05-09,SK,2016,3000,,,,,
78242,윤도경,1989-07-02,KT,2015,2700,,,,,
78361,전민수,1989-03-18,우리/히어로즈/넥센/키움,2009,2200,전동수(개명 전 이름),,,,
78467,이영욱,1985-10-11,KIA,2018,6500,,,,,
78566,황진수,1989-02-15,롯데,2019,4000,,,,,
78745,정현석,1984-03-01,한화,2008,?,,,,,
78745,정현석,1984-03-01,한화,2017,7500,,,,,
78753,김지열,1988-08-09,KT,2015,4200,김사연(개명 전 이름),,,,
78753,김지열,1988-08-09,KT,2016,4500,김사연(개명 전 이름),,,,
78753,김지열,1988-08-09,KT,2017,4000,김사연(개명 전 이름),,,,
78753,김지열,1988-08-09,KT,2018,4000,김사연(개명 전 이름),,,,
78765,김다원,1985-09-17,KIA,2010,2400,,,,,
78768,이성호,1985-03-09,한화,2010,?,,,,,
78850,오현근,1985-09-12,롯데,2016,3000,,,,,
78892,윤요섭,1982-03-30,SK,2009,2100,윤상균(개명 전 이름),,,,
78892,윤요섭,1982-03-30,LG,2010,2600,윤상균(개명 전 이름),,,,
78892,윤요섭,1982-03-30,LG,2011,3200,윤상균(개명 전 이름),,,,
78892,윤요섭,1982-03-30,KT,2017,5600,윤상균(개명 전 이름),,,,
79113,문선재,1990-05-20,LG,2010,2400,,,,,
79198,윤진호,1986-06-23,LG,2019,6000,,,,,
79234,김진형,1990-06-07,NC,2019,?,,,,,
79291,안동현,1986-12-24,두산,2011,?,,,,,
79300,김지수,1986-08-23,우리/히어로즈/넥센/키움,2010,2400,,,,,
79334,장영석,1990-05-14,우리/히어로즈/넥센/키움,2010,2400,,,,,
79356,박헌도,1987-01-01,우리/히어로즈/넥센/키움,2011,기록없음,시즌 말 전역 후 합류,,,,
79356,박헌도,1987-01-01,롯데,2018,7200,,,,,
79365,박동원,1990-04-07,우리/히어로즈/넥센/키움,2010,2400,,,,,
79453,오정복,1986-10-13,KT,2018,7000,,,,,
79456,이지영,1986-02-27,삼성,2009,2100,,,,,
79459,정형식,1991-01-28,삼성,2014,12000,,,,,
79544,오장훈,1984-05-19,롯데,2009,2000,,,,,
79642,장태성,1986-12-15,KIA,2010,2400,,,,,
79720,강병수,1984-04-16,한화,2009,3000,,,,,
79804,하지호,1984-12-16,SK,2009,2000,,,,,
91465,전상렬,1972-06-12,두산,2002,?,,,,,
91465,전상렬,1972-06-12,두산,2003,?,,,,,
91465,전상렬,1972-06-12,두산,2004,?,,,,,
94629,이호준,1976-02-08,NC,2017,75000,,,,,
95158,권용관,1976-11-19,한화,2016,8000,,,,,
96307,박진만,1976-11-30,SK,2015,15000,,,,,
96610,장성호,1977-10-18,KT,2015,10000,,,,,
97202,진갑용,1974-05-08,삼성,2015,25000,,,,,
99229,이승준,1976-07-03,두산,2003,?,,,,,
99507,임재철,1976-04-08,롯데,2015,15000,,,,,
99543,조성환,1976-12-23,롯데,2014,20000,,,,,
99606,정성훈,1980-06-27,KIA,2018,10000,,,,,
