선수명,연도,소속팀명,연봉,WAR,상세url
차일목,2017,한화,"900,000",0.028,http://www.statiz.co.kr/player.php?name=차일목
조인성,2017,한화,"900,000",-0.442,http://www.statiz.co.kr/player.php?name=조인성
정대훈,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=정대훈
박기환,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=박기환
김기탁,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=김기탁
이양기,2017,한화,"900,000",-0.477,http://www.statiz.co.kr/player.php?name=이양기
정현석,2017,한화,"900,000",-0.361,http://www.statiz.co.kr/player.php?name=정현석
오간도,2017,한화,"900,000",2.650,http://www.statiz.co.kr/player.php?name=오간도
김원석,2017,한화,"900,000",0.209,http://www.statiz.co.kr/player.php?name=김원석
장대한,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=장대한
비야누에바,2017,한화,"900,000",2.417,http://www.statiz.co.kr/player.php?name=비야누에바
로사리오,2017,한화,"900,000",5.015,http://www.statiz.co.kr/player.php?name=로사리오
오경우,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=오경우
송신영,2017,한화,"900,000",0.126,http://www.statiz.co.kr/player.php?name=송신영
이종환,2017,한화,"900,000",-0.053,http://www.statiz.co.kr/player.php?name=이종환
김경언,2017,한화,"900,000",0.174,http://www.statiz.co.kr/player.php?name=김경언
이상군,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=이상군
김찬균,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=김찬균
이재우,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=이재우
박진수,2017,한화,"900,000",,http://www.statiz.co.kr/player.php?name=박진수
김태균,2017,한화,"160,000",2.460,http://www.statiz.co.kr/player.php?name=김태균
정우람,2017,한화,"120,000",2.884,http://www.statiz.co.kr/player.php?name=정우람
이용규,2017,한화,"90,000",0.147,http://www.statiz.co.kr/player.php?name=이용규
정근우,2017,한화,"70,000",2.884,http://www.statiz.co.kr/player.php?name=정근우
배영수,2017,한화,"55,000",1.127,http://www.statiz.co.kr/player.php?name=배영수
송은범,2017,한화,"45,000",-0.036,http://www.statiz.co.kr/player.php?name=송은범
권혁,2017,한화,"45,000",0.012,http://www.statiz.co.kr/player.php?name=권혁
박정진,2017,한화,"33,000",0.789,http://www.statiz.co.kr/player.php?name=박정진
심수창,2017,한화,"25,000",1.016,http://www.statiz.co.kr/player.php?name=심수창
이성열,2017,한화,"23,000",1.819,http://www.statiz.co.kr/player.php?name=이성열
송창식,2017,한화,"22,000",-0.209,http://www.statiz.co.kr/player.php?name=송창식
안영명,2017,한화,"20,000",0.495,http://www.statiz.co.kr/player.php?name=안영명
송광민,2017,한화,"20,000",2.998,http://www.statiz.co.kr/player.php?name=송광민
윤규진,2017,한화,"18,000",1.679,http://www.statiz.co.kr/player.php?name=윤규진
최진행,2017,한화,"17,000",1.809,http://www.statiz.co.kr/player.php?name=최진행
장민석,2017,한화,"10,000",-0.326,http://www.statiz.co.kr/player.php?name=장민석
김혁민,2017,한화,"9,500",,http://www.statiz.co.kr/player.php?name=김혁민
하주석,2017,한화,"9,000",1.883,http://www.statiz.co.kr/player.php?name=하주석
이태양,2017,한화,"8,300",-0.308,http://www.statiz.co.kr/player.php?name=이태양
장민재,2017,한화,"8,100",-0.940,http://www.statiz.co.kr/player.php?name=장민재
양성우,2017,한화,"8,000",0.225,http://www.statiz.co.kr/player.php?name=양성우
허도환,2017,한화,"7,800",0.151,http://www.statiz.co.kr/player.php?name=허도환
오선진,2017,한화,"7,600",0.719,http://www.statiz.co.kr/player.php?name=오선진
안승민,2017,한화,"7,000",,http://www.statiz.co.kr/player.php?name=안승민
강경학,2017,한화,"6,200",-0.441,http://www.statiz.co.kr/player.php?name=강경학
최재훈,2017,한화,"5,800",,http://www.statiz.co.kr/player.php?name=최재훈
정범모,2017,한화,"5,500",0.215,http://www.statiz.co.kr/player.php?name=정범모
김회성,2017,한화,"5,500",0.145,http://www.statiz.co.kr/player.php?name=김회성
최윤석,2017,한화,"5,200",-0.343,http://www.statiz.co.kr/player.php?name=최윤석
이동걸,2017,한화,"5,000",0.800,http://www.statiz.co.kr/player.php?name=이동걸
정재원,2017,한화,"4,000",0.350,http://www.statiz.co.kr/player.php?name=정재원
김민우,2017,한화,"3,800",-0.695,http://www.statiz.co.kr/player.php?name=김민우
임익준,2017,한화,"3,500",-0.008,http://www.statiz.co.kr/player.php?name=임익준
김용주,2017,한화,"3,300",,http://www.statiz.co.kr/player.php?name=김용주
김범수,2017,한화,"3,300",-0.485,http://www.statiz.co.kr/player.php?name=김범수
김경태,2017,한화,"3,200",0.595,http://www.statiz.co.kr/player.php?name=김경태
이창열,2017,한화,"3,200",-0.029,http://www.statiz.co.kr/player.php?name=이창열
지성준,2017,한화,"3,000",,http://www.statiz.co.kr/player.php?name=지성준
김재영,2017,한화,"3,000",1.077,http://www.statiz.co.kr/player.php?name=김재영
박준혁,2017,한화,"2,900",-0.308,http://www.statiz.co.kr/player.php?name=박준혁
김주현,2017,한화,"2,800",0.072,http://www.statiz.co.kr/player.php?name=김주현
이동훈,2017,한화,"2,800",-0.578,http://www.statiz.co.kr/player.php?name=이동훈
김태연,2017,한화,"2,700",-0.520,http://www.statiz.co.kr/player.php?name=김태연
김병근,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김병근
김진영,2017,한화,"2,700",-0.046,http://www.statiz.co.kr/player.php?name=김진영
김지훈,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김지훈
김성훈,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김성훈
김병현,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김병현
김명서,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김명서
황영국,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=황영국
서균,2017,한화,"2,700",0.302,http://www.statiz.co.kr/player.php?name=서균
강상원,2017,한화,"2,700",-0.083,http://www.statiz.co.kr/player.php?name=강상원
권용우,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=권용우
원혁재,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=원혁재
여인태,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=여인태
김종수,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김종수
김창혁,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=김창혁
이주형,2017,한화,"2,700",,http://www.statiz.co.kr/player.php?name=이주형
박상원,2017,한화,"2,700",0.504,http://www.statiz.co.kr/player.php?name=박상원
